Name,Location,Rating
Cơm Tấm Tiều Châu - Lý Tự Trọng,"238 Lý Tự Trọng, P. Bến Thành, Quận 1, TP. HCM",4.2
692 Coffee & Cơm Văn Phòng,"490/6 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",3.5
Cơm Văn Phòng Tân Mập,"258-260 Cao Thắng, Quận 10, TP. HCM",4.8
Sữa Chua Nếp Cẩm - Đường Số 18,"1B Đường Số 18, P. Linh Chiểu, Tp. Thủ Đức, TP. HCM",5.0
Bánh Mì Thịt Bò Nướng Cô Lành - Hồ Xuân Hương,"6 Hồ Xuân Hương, P. 14, Quận Bình Thạnh, TP. HCM",3.8
Pizza Hut - Trần Não,"9 Trần Não, P. Bình An, Tp. Thủ Đức, TP. HCM",3.2
Pizza Hut - St Center,"GF01-03 Tầng 1 ST Center, 2A Bình Chiểu, P. Bình Chiểu, Tp. Thủ Đức, TP. HCM",2.1
Nước Mát Hồ Lô Vàng - Trần Hưng Đạo,"315 - 317 Trần Hưng Đạo, P. 10, Quận 5, TP. HCM",3.8
Bà Lâm - Cháo Vịt & Gỏi,"343/2 Tô Hiến Thành, P. 12, Quận 10, TP. HCM",3.2
Phan Lê - Bún Cá Lóc - Cao Thắng,"159 Cao Thắng, P. 11, Quận 10, TP. HCM",3.6
Hỷ Lâm Môn - Hậu Giang,"193 Hậu Giang, P. 5, Quận 6, TP. HCM",3.0
Gia Phú Phúc Kiến - Ẩm Thực Trung Hoa,"513/28 Gia Phú, P. 3, Quận 6, TP. HCM",3.6
Phở Quỳnh Mai - Củ Chi,"Gần QL22 & Trần Văn Chấm, Huyện Củ Chi, TP. HCM",3.6
Bánh Mì 362 - Trần Cao Vân,"25 Trần Cao Vân, P. Đa Kao, Quận 1, TP. HCM",3.5
Nhà Hàng Ngân Đình Sài Gòn,"52 - 54 - 56 Đồng Khởi, P. Bến Nghé, Quận 1, TP. HCM",3.6
Nhà Hàng Ngân Đình - Windsor Plaza,"Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",3.8
Bún Bò Cay Bạc Liêu - Nguyễn Trọng Tuyển,"220/20 Nguyễn Trọng Tuyển, P. 8, Quận Phú Nhuận, TP. HCM",3.4
Cơm Tự Chọn Family Rice - Nguyễn Trọng Tuyển,"226 Nguyễn Trọng Tuyển, Quận Phú Nhuận, TP. HCM",2.9
Trà Sữa Hi Tea - Trương Quốc Dung,"1 Trương Quốc Dung, P. 8, Quận Phú Nhuận, TP. HCM",3.5
"Cầu Rồng Quán - Cơm Gà, Bánh Canh & Bún Bò","35 Trương Quốc Dung, P. 8, Quận Phú Nhuận, TP. HCM",4.5
Bún Thịt Nướng & Nem Nướng,"25 Trương Quốc Dung, P. 8, Quận Phú Nhuận, TP. HCM",2.6
Nhí Quán - Cơm Văn Phòng - Nguyễn Trọng Tuyển,"220/21 Nguyễn Trọng Tuyển, P. 8, Quận Phú Nhuận, TP. HCM",3.5
Shahar Cafe Lounge,"4 - 1B Khu Mĩ Kim, Quận 7, TP. HCM",3.5
Bà Bắc - Bánh Tráng Cuốn Trộn,"40 Đường Số 11, Quận 4, TP. HCM",3.4
Ốc Nhớ Sài Gòn - Trịnh Đình Trọng,"136 Trịnh Đình Trọng, Quận Tân Phú, TP. HCM",3.6
Bánh Mì Que Pháp - Đào Duy Từ,"125 Đào Duy Từ, P. 5, Quận 10, TP. HCM",3.0
Hồng Phát - Tiệm Bánh,"236/25 Hòa Hảo, P. 3, Quận 10, TP. HCM",3.2
Poke Saigon - Lý Tự Trọng,"Lầu 1, 42Bis Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",4.0
Thị Nghè Quán - Sinh Tố & Trái Cây Dĩa,"2 Huỳnh Mẫn Đạt, P. 19, Quận Bình Thạnh, TP. HCM",3.5
Út Minh - Cơm Gà Xối Mỡ & Mì Trộn Tóp Mỡ - Nguyễn Gia Trí,"1 Lô A3 Nguyễn Gia Trí Nối Dài, P. 25, Quận Bình Thạnh, TP. HCM",4.0
Cơm Truyền Ký - Quận 11,"39/20 Lý Thường Kiệt, Quận 11, TP. HCM",3.4
Xôi Chè 3 Chị Em,"32/76B Cao Bá Nhạ, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",4.0
"Cô Liên - Mì Quảng, Bánh Bèo & Súp Cua","1 Đặng Thùy Trâm, P. 13, Quận Bình Thạnh, TP. HCM",4.5
123 Zô - Lẩu & Nướng - 455 Phạm Văn Đồng,"455 Phạm Văn Đồng, P. 13, Quận Bình Thạnh, TP. HCM",3.5
Bé Diệp - Bánh Xèo Rau Rừng,"455 Phạm Văn Đồng, P. 13, Quận Bình Thạnh, TP. HCM",2.7
Quán Dì 3 - Cà Ri Gà Ta,"1371 Đường 3 Tháng 2, Quận 11, TP. HCM",3.5
Vitamin Bar I - Sinh Tố & Ăn Vặt,"174 Đặng Văn Ngữ, P.14, Quận Phú Nhuận, TP. HCM",3.2
Cháo Ếch Singapore - 74E Hai Bà Trưng,"74E Hai Bà Trưng, P. Bến Nghé, Quận 1, TP. HCM",2.6
Cơm Tấm Bụi - Nguyễn Thị Thập,"325 Nguyễn Thị Thập, P. Tân Phong, Quận 7, TP. HCM",2.8
Xì Lồ - Cà Ri Dê Ấn Độ,"142/38 Nguyễn Kim, P. 6, Quận 10, TP. HCM",3.1
Bánh Mì Như Lan - Hai Bà Trưng,"363 - 365 - 367 Hai Bà Trưng, P. 8, Quận 3, TP. HCM",3.2
Bánh Mì Như Lan - 50 Hàm Nghi,"50 Hàm Nghi, P. Bến Nghé, Quận 1, TP. HCM",3.1
Dương Thành - Ẩm Thực Trung Hoa,"64 - 68 Phan Xích Long, P. 16, Quận 11, TP. HCM",3.4
Cơm Tấm Không Tên,"323 Thống Nhất, P. 11, Quận Gò Vấp, TP. HCM",1.2
Quán Bi Bo - Bún Riêu & Gỏi Cuốn,"34 Nguyễn Thái Học, P. Tân Thành, Quận Tân Phú, TP. HCM",1.4
Cháo Lòng 736 - Nguyễn Kiệm,"736B Nguyễn Kiệm, P. 4, Quận Phú Nhuận, TP. HCM",2.5
Bánh Xèo Bình Định Nẫu Ơi,"63B Ung Văn Khiêm, Quận Bình Thạnh, TP. HCM",3.4
Cơm Trộn 2 Cô - Xô Viết Nghệ Tĩnh,"294/63 Xô Viết Nghệ Tĩnh, P. 21, Quận Bình Thạnh, TP. HCM",3.2
Gà Rán KFC - Quang Trung,"1/25 Quang Trung, Huyện Hóc Môn, TP. HCM",3.3
Hồng Trà Ngô Gia - Trà Sữa - Đỗ Xuân Hợp,"258 Đỗ Xuân Hợp, P. Phước Long A, Tp. Thủ Đức, TP. HCM",3.7
Trà Sữa Trân Châu Phượng Hoàng,"317B Nguyễn Tri Phương, P. 5, Quận 10, TP. HCM",3.2
Bò Bía & Gỏi Cuốn,"51/24B Hồ Thị Kỷ, Quận 10, TP. HCM",3.7
BÚN BÒ HUẾ A MÀ NGON - PHỞ & BÒ KHO,"40/21 Lê Thị Hồng, P. 17, Quận Gò Vấp, TP. HCM",5.0
Hủ Tiếu Nam Vang - Chợ Phú Nhuận,"Chợ Phú Nhuận, Quận Phú Nhuận, TP. HCM",4.0
Trung Nguyên Legend - 603 Trần Hưng Đạo,"603 Trần Hưng Đạo, P. Cầu Kho, Quận 1, TP. HCM",3.9
Quán Mì Quảng Sâm,"16 Ca Văn Thỉnh, P. 11, Quận Tân Bình, TP. HCM",3.3
Hakuun Sushi & Tea,"116/4A8 Tân Hòa Đông, P. 14, Quận 6, TP. HCM",4.0
Orochi Chicken - Gà Sốt Ốc Quế - Đường Số 17,"185 Đường Số 17, P. Tân Quy, Quận 7, TP. HCM",2.1
Bosix Chicken,"542 Thống Nhất, P. 16, Quận Gò Vấp, TP. HCM",3.9
Sentosa Food - Cháo Ếch Singapore - Tô Hiến Thành,"188 Tô Hiến Thành, P. 15, Quận 10, TP. HCM",3.5
Venus Coffee & Tea,"80/113 Dương Quảng Hàm, P. 5, Quận Gò Vấp, TP. HCM",3.5
Xôi Tám Cẩu,"Góc Điện Biên Phủ & Cao Thắng (Sau Lưng Cafe Viva), Quận 3, TP. HCM",3.0
Lẩu Bò Nghị,"14/4 Khu Phố 3, P. Tân Thới Nhất, Quận 12, TP. HCM",3.0
Bánh Canh Cua Út Thảo - Lê Thánh Tôn,"171 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",4.7
Cơm Thố Chuyên Ký,"67 Tôn Thất Đạm, P. Bến Nghé, Quận 1, TP. HCM",3.1
Chánh Thủy - Hủ Tiếu Mì & Lẩu Xí Quách,"Hẻm 90 Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",3.0
Gà Rán & Burger McDonald's Đa Kao,"2 - 6 Bis Điện Biên Phủ, Quận 1, TP. HCM",3.6
Quán Cơm Nhà - Phạm Ngũ Lão,"175/9 Phạm Ngũ Lão, P. Phạm Ngũ Lão, Quận 1, TP. HCM",5.0
Hủ Tíu Mì 217,"217 Nguyễn Văn Nghi, P. 7 , Quận Gò Vấp, TP. HCM",3.6
"Highlands Coffee - Trà, Cà Phê & Bánh - Nguyễn Thái Sơn","262 Nguyễn Thái Sơn, P. 4, Quận Gò Vấp, TP. HCM",4.0
Xuân Hòa - Hủ Tiếu Mì Thập Cẩm,"63 Nguyễn Thái Bình, Quận 1, TP. HCM",3.4
Gà rán và Mì Ý - Jollibee - Nguyễn Văn Quá,"B124-127 Nguyễn Văn Quá, P. Đông Hưng Thuận, Quận 12, TP. HCM",2.5
Mì Quảng Mỹ Sơn - Đinh Tiên Hoàng,"38B Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",3.0
Ngọc Bích - Cháo Dinh Dưỡng - Nguyễn Oanh,"136/1 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",4.5
Trà Sữa ToCoToCo - 268 Đỗ Xuân Hợp,"268 Đỗ Xuân Hợp, P. Phước Long A, Tp. Thủ Đức, TP. HCM",3.0
Mì Hoành Thánh - Nguyễn Thái Học,"75 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",3.2
Mr Nghiem Saigon - Cháo Ếch & Cháo Cua Singapore - 38/15 Nguyễn Hữu Thọ,"38/15 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",1.7
Đóa Sen Vàng - Quán Cơm Chay,"154 Bắc Hải, Quận Tân Bình, TP. HCM",2.0
Nước Sâm Nước Mát Hồng Phong - Nguyễn Trãi,"154 Nguyễn Trãi, P. 3, Quận 5, TP. HCM",3.6
Thanh Xuân Quán - Bánh Cuốn Chả Lụa,"40B Đường 12, P. Tân Hưng, Quận 7, TP. HCM",1.6
Bánh Cuốn 72,"120 Tuy Lý Vương, P. 13, Quận 8, TP. HCM",4.0
Bánh Cuốn & Bánh Ướt Chả Lụa Bình Dân,"Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",3.3
Bánh Cuốn Út Linh - Shop Online,"219/62A Dương Bá Trạc, P. 1, Quận 8, TP. HCM",5.0
HaLal - Chả Cá Thu Bao Ngon - Dương Bá Trạc,"110 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",2.7
Chè 24,"24 Tôn Thất Hiệp, P. 13, Quận 11, TP. HCM",4.2
Nga Bình Định - Bánh Tráng Trộn & Bánh Tráng Cuốn,"14 Nguyễn Văn Bảo, P. 4, Quận Gò Vấp, TP. HCM",3.3
Gà Rán & Burger Lotteria - Hậu Giang,"52 Hậu Giang, P. 6, Quận 6, TP. HCM",3.4
Gà rán và Mì Ý - Jollibee - Hòa Hảo,"Tầng 3, Coopmart Lý Thường Kiệt, 497 Hòa Hảo, P. 7, Quận 10, TP. HCM",3.0
Lá Còn Xanh - Ăn Vặt Sạch & Bánh Tráng Long An,"206/69/5 Xô Viết Nghệ Tĩnh, P. 21, Quận Bình Thạnh, TP. HCM",3.9
Cơm Nhà 88 - Nguyễn Văn Trỗi,"88/11 Nguyễn Văn Trỗi, P. 8, Quận Phú Nhuận, TP. HCM",2.1
Cơm Tấm Cali - Nguyễn Văn Trỗi,"82 Nguyễn Văn Trỗi, P. 8, Quận Phú Nhuận, TP. HCM",3.2
Thebeo House - Trà Sữa,"125 Bình Long, P. Bình Hưng Hòa A, Quận Bình Tân, TP. HCM",4.8
Hủ Tiếu Chay Cây Đề - Diệp Minh Châu,"1 Diệp Minh Châu, P. Tân Sơn Nhì, Quận Tân Phú, TP. HCM",3.6
"Gỏi Cuốn, Bì Cuốn, Bò Bía - Nguyễn Trãi","212/A47 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",3.1
Yaourt 562 - Lê Quang Định,"562 Lê Quang Định, P. 1, Quận Gò Vấp, TP. HCM",2.5
Quốc Ký - Phở & Mì Bò Viên,"24 Ký Con, Quận 1, TP. HCM",2.6
Bánh Mì Bảy Quang,"7 Huỳnh Khương Ninh, P. Đa Kao, Quận 1, TP. HCM",3.6
Lò Vịt Quay Quang Ký,"109f/11/12 Bến Vân Đồn, P.9, Quận 4, TP. HCM",2.3
Chị Lệ - Chè Chuối Thập Cẩm,"51/90 Cao Thắng, P. 3, Quận 3, TP. HCM",4.4
Quán 162 - Quán Ăn Gia Đình,"162 Hậu Giang, P. 6, Quận 6, TP. HCM",3.9
Phá Lấu Tâm Ký - Nguyễn Trãi,"823 Nguyễn Trãi, P. 14, Quận 5, TP. HCM",3.5
Xing Fu Tang Vietnam - Trà Sữa Đài Loan - Phan Xích Long,"262 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",3.8
Quán Chay Thanh Ái,"264 Bà Hạt, P. 9, Quận 10, TP. HCM",3.4
Gà Rán Popeyes - Nguyễn Thị Thập,"519 Đường Nguyễn Thị Thập, P. Tân Phong, Quận 7, TP. HCM",3.4
Thảo - Hủ Tiếu Nam Vang Chính Gốc,"12A Quang Trung, P. Hiệp Phú, Tp. Thủ Đức, TP. HCM",3.6
Bếp Chay Phạm Hồng Phước - Cách Mạng Tháng Tám,"199/15 Cách Mạng Tháng Tám, P. 14, Quận 3, TP. HCM",3.2
Bếp Chay Phạm Hồng Phước - Trường Sa,"140 Trường Sa, P. 15, Quận Bình Thạnh, TP. HCM",3.5
Hoàng Ký - Cơm Gà Xối Mỡ - Huỳnh Mẫn Đạt,"94 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",3.1
Pizza 4P'S - Lê Thánh Tôn,"8/15 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",3.2
Ngọc Xuyến - Bánh Mì & Giò Chả,"41B Trần Quốc Toản, P. 8, Quận 3, TP. HCM",3.2
Thiện Thanh - Hủ Tiếu Chay - Shop Online,"682 Hồng Bàng, P. 1, Quận 11, TP. HCM",4.9
Hủ Tiếu Chay 148,"148 Phan Văn Trị, P. 12, Quận Bình Thạnh, TP. HCM",4.2
Phở 10 Lý Quốc Sư - Lê Đức Thọ,"68 Lê Đức Thọ, Quận Gò Vấp, TP. HCM",3.4
Bê Thui Cao Nguyên,"201 Đặng Văn Bi, P. Trường Thọ, Tp. Thủ Đức, TP. HCM",3.3
Cơm Gà Đông Nguyên - Nguyễn Trãi,"801 Nguyễn Trãi, P. 14, Quận 5, TP. HCM",3.1
Morico - Contemporary Japanese Lifestyle - Lê Lợi,"30 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",3.9
Hải Sản Hưng Thịnh,"88/2 Đường 18, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",3.0
Cơm Tấm 932P,"932P Trường Sa, Quận 3, TP. HCM",3.7
Cơm Tấm Thuận Kiều - Yersin (Nguyễn Thái Bình),"114 Yersin, P. Nguyễn Thái Bình, Quận 1, TP. HCM",2.0
Pizza Roma - Cách Mạng Tháng 8,"66B Cách Mạng Tháng 8, P. 6, Quận 3, TP. HCM",2.8
Bò Viên - Lý Chính Thắng,"146A Lý Chính Thắng, P. 7, Quận 3, TP. HCM",3.1
Bếp Cô Khánh Linh - Bún Suông & Gỏi Dà - Shop Online,"3H Cư Xá Phan Đăng Lưu, P. 3, Quận Bình Thạnh, TP. HCM",4.0
Ông Bà Tôi - Bún Đậu Mắm Tôm,"100 Trần Quốc Toản, P. 7, Quận 3, TP. HCM",4.6
Chu - Cơm Miền Tây & Bún Cá Rô,"178 Ung Văn Khiêm, Quận Bình Thạnh, TP. HCM",4.7
Xôi Ngọt Chị Trang,"434 Phạm Văn Hai, P. 5, Quận Tân Bình, TP. HCM",2.1
Hoa Khai - Nhà Hàng Chay,"126 Nguyễn Cư Trinh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",3.5
Cơm Gà Đệ Nhất - Lê Văn Việt,"31 Lê Văn Việt, P. Hiệp Phú, Tp. Thủ Đức, TP. HCM",3.4
Chè Thái - Cửu Long,"62 Cửu Long, P. 15, Quận 10, TP. HCM",4.0
Xí Muội Quán - Súp Cua Tự Chọn,"02 Cư Xá Đường Sắt, (Hẻm 290) Lý Thái Tổ, P. 1, Quận 3, TP. HCM",3.7
"Highlands Coffee - Trà, Cà Phê & Bánh - 105 Độc Lập Tân Phú","105 Độc Lập, P. Tân Thành, Quận Tân Phú, TP. HCM",4.0
Passio Coffee - 25B Nguyễn Bỉnh Khiêm,"25B Nguyễn Bỉnh Khiêm, P. Bến Nghé, Quận 1, TP. HCM",3.5
Cháo 174 - Nguyễn Tri Phương,"174 Nguyễn Tri Phương, P. 9, Quận 5, TP. HCM",2.7
Việt Trinh - Chân Gà Nướng,"3 Nguyễn Văn Khối, P. 11, Quận Gò Vấp, TP. HCM",3.2
Da Gà Chiên Giòn 102,"2A1 An Dương Vương, P. An Lạc, Quận Bình Tân, TP. HCM",5.0
Quán Ăn Sạch - Bún Mắm - Đồng Đen,"64 Đồng Đen, Quận Tân Bình, TP. HCM",3.5
Bigbro Korean Hotdog,"85 Hồ Tùng Mậu, P. Bến Nghé, Quận 1, TP. HCM",3.8
Cháo Sườn Cô Giang - Cô Giang,"185 Cô Giang, P. Cô Giang, Quận 1, TP. HCM",5.0
Lương Ký Mì Gia,"1 Huỳnh Mẫn Đạt, P.19, Quận Bình Thạnh, TP. HCM",3.4
Gà Rán KFC - Huỳnh Tấn Phát,"719 Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM",3.4
Gà Rán Popeyes - An Dương Vương,"326 An Dương Vương, P. 4, Quận 5, TP. HCM",3.5
Cơm Gà Xối Mỡ - Hải Thượng Lãn Ông,"196 Hải Thượng Lãn Ông, Quận 5, TP. HCM",3.5
Cô Có - Bún Nước Tôm Bò,"30 Hoa Sữa, P. 7, Quận Phú Nhuận, TP. HCM",3.0
Gà Rán & Burger McDonald’s Satra Pham Hung,"Tầng Trệt, TTTM Satra Phạm Hùng, C6/27 Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, TP. HCM",3.5
Bánh Tráng Trộn Bin Bin,"C200/26 Xóm Chiếu, P. 14, Quận 4, TP. HCM",3.1
Gà Rán Minh Thùy - Chấn Hưng,"261/5 Chấn Hưng, P. 6, Quận Tân Bình, TP. HCM",5.0
Gỏi Cuốn Minh - Bùi Viện,"84/33 Bùi Viện, P. Phạm Ngũ Lão, Quận 1, TP. HCM",3.8
Mì Vịt Tiềm Chí Phát - Nguyễn Văn Nghi,"402 Nguyễn Văn Nghi, P. 7, Quận Gò Vấp, TP. HCM",3.0
Anh Vũ - Bánh Canh Cua,"19 Calmette, P. Nguyễn Thái Bình, Quận 1, TP. HCM",4.0
Cà Ri Gà 1357,"1357 Đường 3 Tháng 2, P. 16, Quận 11, TP. HCM",3.0
Phở Hạnh - Phở Trộn Lãn Ông - Nguyễn Cư Trinh,"211 Nguyễn Cư Trinh, Quận 1, TP. HCM",3.1
Tân Lập Restaurant & Bistro - Lê Thánh Tôn,"277 Lê Thánh Tôn, P. Bến Thành, Quận 1, TP. HCM",3.8
Bánh Canh Cua Lộc Vừng - Bình Thới,"19/3 Bình Thới, P. 11, Quận 11, TP. HCM",3.5
Gà Rán KFC - Lý Thường Kiệt,"446A Lý Thường Kiệt, P. 7 , Quận Tân Bình, TP. HCM",3.2
Cơm Tấm Thuận Kiều - Út Tịch,"17 Út Tịch, P. 4, Quận Tân Bình, TP. HCM",2.2
Bún Bò Huế Má Nấu,"182b Trần Bình Trọng, P. 3, Quận 5, TP. HCM",3.3
Bánh Cuốn Nóng - Lê Văn Sỹ,"413/25 Lê Văn Sỹ, P. 12 , Quận 3, TP. HCM",4.0
HỦ TIẾU CÔ BA - 1588 Huỳnh Tấn Phát,"1588 Huỳnh Tấn Phát, P. Phú Mỹ, Quận 7, TP. HCM",5.0
Cơm Tấm Mai - Đoàn Văn Bơ,"129 Đoàn Văn Bơ, P. 12, Quận 4, TP. HCM",3.3
Vịt Quay Phát Thành,"132 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",3.4
Phúc Long 21 Nguyễn Thị Minh Khai,"21 - 23 Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",3.4
Bún Riêu Cô Hương Béo - Nguyễn Thị Minh Khai,"19B Nguyễn Thị Minh Khai , P. Bến Nghé, Quận 1, TP. HCM",2.2
Tư Ký - Cháo Sá Sùng,"338/3 Âu Cơ, P. 10, Quận Tân Bình, TP. HCM",4.0
Cơm Tấm Đêm Ngon,"399 Tân Kỳ Tân Quý, Quận Tân Phú, TP. HCM",2.5
Cơm Tấm 6B,"6B Tân Quý, P. Tân Quý, Quận Tân Phú, TP. HCM",4.0
Bánh Bông Lan Trứng Muối Hoàng Lê - Shop Online,"168/11A Hoàng Hoa Thám, P. 5, Quận Bình Thạnh, TP. HCM",3.7
Bánh Canh Cua 17,"92 Linh Đông, P. Linh Đông, Tp. Thủ Đức, TP. HCM",2.5
Trà Sữa Hay Day - Nguyễn Thị Thập,"400 Nguyễn Thị Thập, Quận 7, TP. HCM",3.5
Há Cảo Hồng Kông - Chung Cư Phan Xích Long,"003 Chung cư A3, 105 Phan xích Long, P. 7, Quận Phú Nhuận, TP. HCM",3.4
Bánh Mì Thanh Hằng,"360 Bạch Đằng, P. 14, Quận Bình Thạnh, TP. HCM",4.5
Gà Rán Otoké - Đậm Vị Hàn Quốc - Lạc Long Quân,"280 Lạc Long Quân, P. 10, Quận 11, TP. HCM",4.2
Cơm Tấm Kiều Giang - Xa Lộ Hà Nội,"652 Xa Lộ Hà Nội, Phước Long B, Tp. Thủ Đức, TP. HCM",2.6
Sinh Tố Nước Ép 4 - Văn Chung,"4 Văn Chung, Quận Tân Bình, TP. HCM",4.8
Bánh Xèo Tôm Nhảy Thanh Diệu - 80 Ung Văn Khiêm,"80 Ung Văn Khiêm, P. 25, Quận Bình Thạnh, TP. HCM",3.1
Bà Bành - Bánh Flan & Bánh Bao,"Đầu Hẻm 212A Nguyễn Trãi, Quận 1, TP. HCM",3.8
Trà Sữa Hạnh Dâu,"351/113 Lê Đại Hành, P. 13, Quận 11, TP. HCM",4.5
Bánh Cuốn Cô Loan,"357B Lê Đại Hành, P. 11, Quận 11, TP. HCM",2.2
Bánh Xèo Vĩnh Long,"799 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",3.6
Sạp Tám Mập - Cút Chiên Bơ - Sư Vạn Hạnh,"026 Lô F Chung Cư Ngô Gia Tự, Đường Sư Vạn Hạnh, Quận 10, TP. HCM",4.9
Vịt Quay Da Giòn Hoàng Gia Phát,"8 Ông Ích Khiêm, P. 14, Quận 11, TP. HCM",5.0
Bánh Xếp Thảo - Hải Thượng Lãng Ông,"266 Hải Thượng Lãng Ông, P. 14, Quận 5, TP. HCM",3.9
Bánh Mì Hà Nội - Nguyễn Thiện Thuật,"83 - 85 Nguyễn Thiện Thuật, Quận 3, TP. HCM",3.6
Lẩu Bò Năm Trọng,"C12/9 Mai Văn Vĩnh, P. Tân Quy, Quận 7, TP. HCM",2.6
Quán Nem Ninh Hòa - Bàu Cát,"97 Bàu Cát, P. 14, Quận Tân Bình, TP. HCM",2.5
Sukiya - Cơm Bò Hầm & Mì Ramen - Kênh Tân Hóa,"Đối Diện 273 Kênh Tân Hóa, P. Phú Trung, Quận Tân Phú, TP. HCM",2.9
Lẩu Gà Lá É - 236 Trương Vĩnh Ký,"236 Trương Vĩnh Ký, P. Tân Sơn Nhì, Quận Tân Phú, TP. HCM",4.8
Ốc Benz - Tạ Quang Bửu,"23/20B Tạ Quang Bửu, Quận 8, TP. HCM",3.5
Cơm Gà Xối Mỡ - Đào Cam Mộc,"100 Đào Cam Mộc, Quận 8, TP. HCM",3.6
Mì Cay Sasin - 11 Nguyễn Gia Trí,"11 Đường D2, P. 25, Quận Bình Thạnh, TP. HCM",3.0
Hủ Tiếu Mì Hoành Thánh - Lê Hồng Phong,"636 Lê Hồng Phong, P. 10, Quận 10, TP. HCM",3.8
Tàu Hủ Xe Lam - Phùng Văn Cung,"70 Phùng Văn Cung, P. 7, Quận Phú Nhuận, TP. HCM",3.5
Tàu Hủ Xe Lam - Lê Văn Sỹ,"262C Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",4.9
Anh Thư - Bánh Bông Lan Trứng Muối & Bánh Mì Phô Mai,"61/31A Nguyễn Thượng Hiền, P. 5, Quận Bình Thạnh, TP. HCM",4.0
