Name,Location,Rating
Tiệm Bánh Cô Lùn - Bông Lan Trứng Muối,"213/5 Nơ Trang Long, P. 12, Quận Bình Thạnh, TP. HCM",4.9
Bánh Bông Lan Trứng Muối Refresh - Shop Online,"47/11 Nguyên Hồng, P. 11, Quận Bình Thạnh, TP. HCM",2.4
Trà Sữa Xiên Que Hot & Cold - Trần Hưng Đạo,"32 Trần Hưng Đạo, P. Phạm Ngũ Lão, Quận 1, TP. HCM",3.2
Manwah Taiwanese Hotpot - Gigamall,"Tầng 5 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",4.0
Mẹ Nấu - Cơm Văn Phòng Giao Tận Nơi,"54E Bạch Đằng, P. 2, Quận Tân Bình, TP. HCM",3.8
Xôi Sườn Mạ Nấu - Đào Duy Anh,"19 Đào Duy Anh, P. 9, Quận Phú Nhuận, TP. HCM",3.2
Manwah Taiwanese Hotpot - Cao Thắng Mall,"Tầng 2 Cao Thắng Mall, 19 Cao Thắng, P. 2, Quận 3, TP. HCM",3.5
Quán Ăn Thanh Lịch - Cần Giờ,"185 Tắc Xuất, KP. Miếu Ba, TT. Cần Thạnh, Huyện Cần Giờ, TP. HCM",3.5
Quán 250 - Ẩm Thực Trung Hoa,"250 Gia Phú, P. 1, Quận 6, TP. HCM",3.9
Hột Vịt Lộn - Phạm Văn Hai,"188 Phạm Văn Hai, P. 3, Quận Tân Bình, TP. HCM",3.5
Cháo Lòng & Huyết Chưng 122 - Phạm Văn Hai,"124 Phạm Văn Hai, P. 3, Quận Tân Bình, TP. HCM",1.2
Xe Há Cảo Đặc Biệt,"107F Phạm Văn Hai, P. 3, Quận Tân Bình, TP. HCM",4.0
Cháo Trai Nghêu,"Phạm Văn Hai, P. 3, Quận Tân Bình, TP. HCM",3.9
Hủ Tiếu Gõ - Phạm Văn Hai,"154/56 Phạm Văn Hai, P. 3, Quận Tân Bình, TP. HCM",3.9
Phở Đức - Phạm Văn Hai,"107/9 Phạm Văn Hai, Quận Tân Bình, TP. HCM",4.2
Mì Ngũ Long Công Chúa,"418B Trần Phú, Quận 5, TP. HCM",3.7
Gia Thành Kebab,"17 Kỳ Đồng, P. 9, Quận 3, TP. HCM",3.7
Bánh Mì Kebab Chim Én,"17Bis Kỳ Đồng, P. 9, Quận 3, TP. HCM",2.0
Thương Thương - Lươn Xứ Nghệ,"121 Bàu Cát, P. 14, Quận Tân Bình, TP. HCM",3.5
"Bento Delichi - Cơm Gà Xối Mỡ, Cơm Gà Mắm Tỏi - Quận 4","5 Đường Số 33, P. 4, Quận 4, TP. HCM",4.0
Cơm Tấm Hoàng Gia,"57 Bửu Đình, Quận 6, TP. HCM",3.8
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Hoa Phượng,"15A Hoa Phượng, P. 2, Quận Phú Nhuận, TP. HCM",2.0
Ốc Tuyết - Dương Bá Trạc,"Hẻm 456 Dương Bá Trạc, Quận 8, TP. HCM",3.4
Kem Bơ - Trái Cây Tô 251 - Đoàn Văn Bơ,"516 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",1.4
Rau Má Mix - Nước Ép & Trà Trái Cây - 8 Vĩnh Hội,"8 Vĩnh Hội, P. 4, Quận 4, TP. HCM",4.0
Mì Quảng Thương,"252 Bàu Cát, P. 11, Quận Tân Bình, TP. HCM",5.0
RuNam Bistro - Đồng Khởi,"2 - 4 - 6 Đồng Khởi, P. Bến Nghé, Quận 1, TP. HCM",3.5
Bún Cá Rô Đồng Phong Lan,"56 Đường A4, P. 12, Quận Tân Bình, TP. HCM",4.6
Bánh Mì Anh Phán - Bánh Mì Gà & Thịt Nguội,"145 Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",3.6
Chả Cá Lã Vọng - Hồ Xuân Hương,"7 Hồ Xuân Hương, P. 6, Quận 3, TP. HCM",2.8
Cô Đào - Cơm Gà Xối Mỡ,"78/2 Phạm Viết Chánh, P. 19, Quận Bình Thạnh, TP. HCM",4.0
The Pizza Company - Tân Sơn Nhì,"456A Tân Sơn Nhì, P. Tân Quý, Quận Tân Phú, TP. HCM",3.8
Gà Kung Fu - Gà Nướng & Cơm Lam & Cá Nướng - Phan Văn Hân,"144/25 Phan Văn Hân, P. 17, Quận Bình Thạnh, TP. HCM",2.5
Bánh Canh Cua & Bánh Ướt Thiên Phước,"116/24 Thiên Phước, P. 9, Quận Tân Bình, TP. HCM",3.2
Dallas Cakes & Coffee - Cộng Hòa,"53 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM",4.0
Quán Cơm Cây Khế,"60 Ni Sư Huỳnh Liên, P. 10, Quận Tân Bình, TP. HCM",3.4
Bánh Canh Cua Dì Năm - Bùi Viện,"198 Bùi Viện, P. Phạm Ngũ Lão, Quận 1, TP. HCM",4.2
Lẩu Ếch Sáu Hiếu,"429/9 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",3.0
Bún Quậy Tâm Quán - Hậu Giang,"162B Hậu Giang, P. 6, Quận 6, TP. HCM",5.0
Phở Gà Phố Cổ - Đường Số 10,"12 Đường Số 10, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",3.4
Nhà Hàng Chay Thanh Hương,"161 Ba Vân, P. 4, Quận Tân Bình, TP. HCM",3.5
Quán Chay Viên Mỹ,"57 Ngô Quyền, P. 6, Quận 10, TP. HCM",3.6
Cơm Tấm Chả Cua - Nguyễn Phi Khanh,"113 Nguyễn Phi Khanh, P. Tân Định, Quận 1, TP. HCM",2.0
Bún Bò A Hùng,"68/106 Đồng Nai, P. 15, Quận 10, TP. HCM",3.4
Hồng Hạnh - Bánh Cuốn & Món Huế,"17A Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",3.0
Kim Thanh - Cơm Trưa Văn Phòng,"4 Lê Văn Hưu, P. Bến Nghé, Quận 1, TP. HCM",3.2
Cháo Vịt Thanh Đa (Gốc Nhà Lá) - Huỳnh Tấn Phát,"242 Huỳnh Tấn Phát, P. Tân Thuận Tây, Quận 7, TP. HCM",2.7
Bánh Mì Cá - Hàng Xanh,"246D Xô Viết Nghệ Tĩnh, P. 21, Quận Bình Thạnh, TP. HCM",3.1
Quán Ăn Hùng Ký - Cơm Gà Xối Mỡ & Hủ Tiếu Xào,"801 Lạc Long Quân, Quận Tân Bình, TP. HCM",3.9
Chị Anh - Bún Riêu & Canh Bún,"203 Hậu Giang, Quận 6, TP. HCM",2.0
2 Chi - Bún Bò Huế & Bún Mắm Nêm,"275 Vĩnh Viễn, P. 5, Quận 10, TP. HCM",3.8
Bún Mắm Bạc Liêu,"78 Trần Nhân Tôn, Quận 10, TP. HCM",3.7
Kh’Hà Bếp - Bún Mắm Nêm - Shop Online,"505 Lê Hồng Phong, P. 2, Quận 10, TP. HCM",4.5
Bún Mắm Miền Tây - Cách Mạng Tháng 8,"262/4A Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",3.6
Bún Mắm Lệ,"77/19 Hồ Thị Kỷ, P. 1, Quận 10, TP. HCM",3.9
Bánh Tráng Cô Mai,"147 Phạm Văn Hai, P. 5, Quận Tân Bình, TP. HCM",2.5
Yoshinoya Vietnam,"Lầu 2, 13 Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",4.0
Gỏi Cuốn & Bò Bía - Bùi Viện,"148/18 Bùi Viện, P. Phạm Ngũ Lão, Quận 1, TP. HCM",4.2
Ăn Vặt Bò Bía Thiên Vũ,"10/15 Đ. Nguyễn Hồng Đào, P. 14, Quận Tân Bình, TP. HCM",2.4
Tiệm Bánh Mì Lúa,"73 - 75 Hoàng Diệu, P. 12, Quận 4, TP. HCM",3.7
Hokkaido Baked Cheese Tart - Gigamall,"Tầng 4 Giga Mall, 240 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",3.8
Lẩu Bò Trung Bắc,"42 Dân Chủ, Tp. Thủ Đức, TP. HCM",3.6
Ty Thy - Gỏi Đu Đủ Thái,"2B Bến Phú Lâm, P. 9, Quận 6, TP. HCM",3.1
Bánh Canh Cua Hoàng Lan - Phạm Hùng,"6/3A Phạm Hùng, P. 5, Quận 8, TP. HCM",0.6
Anh Đạt - Hủ Tiếu Nam Vang,"30/34 Đoàn Thị Điểm, P. 1, Quận Phú Nhuận, TP. HCM",3.9
Quán Nhà - Cơm & Bún Thịt Nướng,"6 Thành Mỹ, P. 8, Quận Tân Bình, TP. HCM",4.2
Bún Bò Sông Hương - Gò Dầu,"63A Gò Dầu, P. Tân Quý, Quận Tân Phú, TP. HCM",3.1
Mì Xào Bò 113,"113 Nguyễn Phúc Nguyên, P. 10, Quận 3, TP. HCM",3.0
Anh Mỹ - Cá Viên Chiên,"81 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",3.5
Há Cảo - Nguyễn Văn Lạc,"45 Nguyễn Văn Lạc P. 19, Quận Bình Thạnh, TP. HCM",3.5
Cơm Tấm Bình Dân - Hồ Bá Kiện,"157 Hồ Bá Kiện, P. 15, Quận 10, TP. HCM",3.1
Cơm Tấm Ngô Quyền - Làng Đại Học,"5A3 Đường Trục Chính Số 10, KP. 6, P. Linh Trung, Tp. Thủ Đức, TP. HCM",4.2
Chè Chuối Nướng - Phan Bội Châu,"10 Phan Bội Châu, P. Bến Thành, Quận 1, TP. HCM",4.6
BMao Hamburger & Hotdog - Mã Lò,"352 Mã Lò, P. Bình Trị Đông A, Quận Bình Tân, TP. HCM",3.5
Bún Đậu Hà Nội Phố - Hoa Lan,"79 Hoa Lan, P. 2, Quận Phú Nhuận, TP. HCM",3.5
Cây Bàng - Cơm Tấm Chả Cua,"164A Nguyễn Thị Nhỏ, Quận 11, TP. HCM",3.5
Cơm Tấm Chả Cua,"9 Khu A Lô 3C Nguyễn Thị Nhỏ, P. 15, Quận 11, TP. HCM",3.4
Nghiêm Vịt - Đặc Sản Vịt Nướng Hà Nội,"B10 Đường Số 15, P. Tân Kiểng, Quận 7, TP. HCM",4.3
Gà Ác Tiềm Thuốc Bắc - Lê Văn Lương,"291 Lê Văn Lương, Quận 7, TP. HCM",_._
Xôi Nhất Lục & Sốt Ngũ Vị -  Lê Văn Lương,"291 Lê Văn Lương, P. Tân Quy, Quận 7, TP. HCM",4.2
Phúc Long AEON Mall Bình Tân,"Tầng 1, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",3.5
Xôi Ghẹ Cái Bang 1986 - Lê Văn Thọ,"241 Lê Văn Thọ, P. 11, Quận Gò Vấp, TP. HCM",5.0
Bò Mềm - Sữa Tươi Trân Châu Đường Đen - 2Bis Tân Mỹ,"6 Tân Mỹ, P. Tân Phú, Quận 7, TP. HCM",4.0
Bò Mềm - Sữa Tươi Trân Châu Đường Đen - Tân Mỹ,"Kiot Mặt Tiền Chợ Tân Mỹ, Tân Mỹ, Quận 7, TP. HCM",2.6
Sữa Tươi Trân Châu Đường Đen 732,"732 Sư Vạn Hạnh, Quận 10, TP. HCM",4.5
Bảo Trâm - Sữa Tươi Trân Châu Đường Đen,"300 Dương Bá Trạc, Quận 8, TP. HCM",3.6
Cơm Tấm Sườn Nướng ChuZu,"72 Rạch Bùng Binh, P. 9, Quận 3, TP. HCM",4.2
Domino’s Pizza - 324 Huỳnh Tấn Phát,"324 Huỳnh Tấn Phát, Quận 7, TP. HCM",4.0
Trà Sữa ToCoToCo - 164 Lâm Văn Bền,"164 Lâm Văn Bền, P. Tân Quy, Quận 7, TP. HCM",4.9
Beefsteak Nam Sơn - Nguyễn Thị Minh Khai,"200 Bis Nguyễn Thị Minh Khai, P. 6, Quận 3, TP. HCM",3.4
Gà Ta Phương Loan - Gà Đi Bộ,"24 Nguyễn Huy Tự, P. Đa Kao, Quận 1, TP. HCM",4.1
"Highlands Coffee - Trà, Cà Phê & Bánh - Botanica","104 Phổ Quang, P. 2, Quận Tân Bình, TP. HCM",3.0
Starbucks Coffee - Saigon Royal,"Lô TM 1.01, Tầng 1, Tháp Saigon Royal A, 34-35 Bến Vân Đồn, P. 12, Quận 4, TP. HCM",4.1
Trà Sữa O&B - Trà Sữa - Minh Phụng,"91 Minh Phụng P. 9, Quận 6, TP. HCM",0.5
Bún Thịt Nướng Hải Đăng - 149 Chấn Hưng (Không Chi Nhánh),"149 Chấn Hưng, P. 6, Quận Tân Bình, TP. HCM",3.3
Trà Sữa Mộc - Thanh Đa,"16 Thanh Đa, P. 27, Quận Bình Thạnh, TP. HCM",2.5
Quán Mạnh Hùng - Hủ Tiếu & Bò Kho,"421 Lê Văn Lương, Quận 7, TP. HCM",3.5
"777 - Hủ Tiếu, Bún Bò & Bún Riêu","23 Nguyễn Thị Thập, Quận 7, TP. HCM",4.2
"Xào Noodle - Hủ Tiếu, Phở Xào & Pad Thái","401 Trần Xuân Soạn, P. Tân Kiểng, Quận 7, TP. HCM",4.2
Mộc Miên - Hủ Tiếu Nam Vang,"205 Lâm Văn Bền, P. Bình Thuận, Quận 7, TP. HCM",4.2
Nguyễn Thanh - Hủ Tiếu Nam Vang,"79 Lâm Văn Bền, P. Tân Thuận Tây, Quận 7, TP. HCM",4.2
Nhà Hàng Lee Ho Ma Sài Gòn - Chuyên Món Hong Kong,"22B Nguyễn Thị Diệu, P. 6, Quận 3, TP. HCM",4.2
Hutong - Hotpot Paradise - Vạn Hạnh Mall,"Tầng 5 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",4.2
Cơm Gà Hongkong - Lẩu & Dimsum,"92 Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Quận 1, TP. HCM",3.5
Tàu Hủ Tornado - Bạch Đằng,"136/5 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",3.3
Somchai Delivery - Đồ Ăn Thái,"Số 1 Đ. 36, P. An Phú, Tp. Thủ Đức, TP. HCM",2.6
Yamayuki - Kem Gelato Nhật Bản,"256 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",3.5
Goofoo Gelato - Kem & Trà Sữa,"61 Hoàng Hoa Thám, P. 6, Quận Bình Thạnh, TP. HCM",4.6
Cơm Tấm Làng - Nguyễn Văn Tăng,"161A Nguyễn Văn Tăng, P. Long Thạnh Mỹ, Tp. Thủ Đức, TP. HCM",5.0
Sushi Cô Chủ Nhỏ - Thành Thái,"57 Đ. Thành Thái, P. 14, Quận 10, TP. HCM",3.2
Chuối Nếp Nướng - Võ Văn Tần,"Hẻm 378 Võ Văn Tần, Quận 3, TP. HCM",2.8
Bánh Mì Kaya Victory Cafe - Takashimaya,"Tầng B2 TTTM Takashimaya, 92 - 94 Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Quận 1, TP. HCM",3.0
Rau Má Mix - Nước Ép & Trà Trái Cây - 20 Xuân Thủy,"20 Xuân Thủy, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",3.6
Ngọc Sương - Sương Nguyệt Ánh,"106 Sương Nguyệt Ánh, P. Phạm Ngũ Lão, Quận 1, TP. HCM",3.5
Xôi Chiên Trần Hữu Trang - 72 Trần Hữu Trang,"72 Trần Hữu Trang, P.10, Quận Phú Nhuận, TP. HCM",4.0
Thai Express - Vincom Center,"Tầng B3 Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",3.6
Hue Delights 1 - Ẩm Thực Huế - Vincom Center,"Tầng B3 - Lô 19A, Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",2.9
Hue Delights 2 - Ẩm Thực Huế - Vincom Mega Mall Thảo Điền,"Tầng 5 - Lô 05&07, Vincom Mega Mall Thảo Điền, 161 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",4.5
Dì Hai - Cháo Lòng & Lòng Xào Nghệ - Nguyễn Tư Giản,"87 Nguyễn Tư Giản, Quận Gò Vấp, TP. HCM",4.5
Nhà Hàng Ngon - Pasteur,"160 Pasteur, P. Bến Nghé, Quận 1, TP. HCM",3.4
Bánh Canh Cá Lóc - 62/1 Ngô Tất Tố,"62/1 Ngô Tất Tố , P. 19, Quận Bình Thạnh, TP. HCM",4.1
Highlands Coffee - Parkson Paragon,"3 Nguyễn Lương Bằng, P. Tân Phú, Quận 7, TP. HCM",3.8
Highlands Coffee - UnionSquare,"Tầng B3-36, UnionSquare, 171 Đồng Khởi, P. Bến Nghé, Quận 1, TP. HCM",3.6
Cơm Gà Xối Mỡ - Tuấn Tài,"37 Đề Thám, P. Cô Giang, Quận 1, TP. HCM",2.8
Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,"354 - 356 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",3.5
Pizza Hut - Vincom Maximark 3 Tháng 2,"Tầng 3, Vincom Maximark, 3 Đường 3 Tháng 2, Quận 10, TP. HCM",3.6
Pizza Hut - Pandora City,"Tầng 4 Pandora City, 1/1 Trường Chinh, P. Tây Thạnh, Quận Tân Phú, TP. HCM",3.6
Green Corner - Nguyễn Hữu Cảnh,"91 Nguyễn Hữu Cảnh, Quận Bình Thạnh, TP. HCM",3.7
Kim Loan - Cơm Trưa Văn Phòng - Shop Online,"120/64 Vũ Tùng, P. 2, Quận Bình Thạnh, TP. HCM",2.4
Tròn Cafe,"353 Nguyễn Trọng Tuyển, P. 1 , Quận Tân Bình, TP. HCM",3.6
Quán Chay 334 - Hủ Tíu & Cơm Chay - Nguyễn Thị Thập,"334 Nguyễn Thị Thập, Quận 7, TP. HCM",5.0
Quán Chay Hồng Phúc - Trần Xuân Soạn,"1041/62/33 Trần Xuân Soạn, P. Tân Hưng, Quận 7, TP. HCM",4.6
Ủn Ỉn - Bánh Mì & Xôi,"205A Nguyễn Hồng Đào, P. 14, Quận Tân Bình, TP. HCM",3.5
Chasing Tea & Coffee,"420 Trần Phú, P. 7, Quận 5, TP. HCM",4.1
Bún Bò Huế Cô Ân,"331/10 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",3.4
Bánh Tráng Nướng Đà Lạt - Gò Vấp,"Đối Diện Trường THCS Tây Sơn, Quận Gò Vấp, TP. HCM",3.9
Cơm Gà Xối Mỡ Thanh,"214/1 Nguyễn Trãi, P. 3, Quận 5, TP. HCM",3.5
Thanh - Cơm Gà Xối Mỡ,"648/28 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",3.5
Trà Sữa Maycha - Hậu Giang,"70 Hậu Giang, P. 6, Quận 6, TP. HCM",3.6
Cơm Gà Hải Nam - Ngô Quyền,"107H Ngô Quyền, P. 11, Quận 5, TP. HCM",0.5
Cơm Gà Nha Trang,"109 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",3.2
Cơm Gà Xối Mỡ - Quốc Hương,"55 Quốc Hương, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",2.1
Hủ Tíu Gà Sài Gòn 2,"82 Dương Quang Đông, P. 5, Quận 8, TP. HCM",2.6
Bún Thịt Nướng Quán 339,"339/7 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",3.8
Peperesto - Crescent Mall,"Tầng 5 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",1.1
Bánh Mì Phá Lấu & Xá Xíu,"40 Vĩnh Viễn, Quận 10, TP. HCM",4.3
Phá Lấu Bò - Nguyễn Thị Minh Khai,"Nguyễn Thị Minh Khai, P. Bến Thành, Quận 1, TP. HCM",3.0
Bột Chiên Chị Tuyền,"146 Đường Số 37, P. Tân Quy, Quận 7, TP. HCM",4.2
Phở Hiền - Trần Quang Khải,"68/9A Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM",3.2
"Highlands Coffee - Trà, Cà Phê & Bánh - Bàu Cát","1-3-5 Bàu Cát, P. 14, Quận Tân Bình, TP. HCM",3.8
Phượng 22F - Bún Riêu & Canh Bún,"22F Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",1.9
Ẩm Thực Bà Ba Khéo,"57 Châu Văn Liêm, P. 14, Quận 5, TP. HCM",2.7
Viên Dung - Lẩu Nấm Chay,"14 Đặng Văn Bi, P. Trường Thọ, Tp. Thủ Đức, TP. HCM",3.0
Steakzone - Mỳ Ý & Beefsteak - Bình Thới,"579 Bình Thới, P. 10, Quận 11, TP. HCM",4.8
Nam Lợi Quán - Hủ Tiếu Mì Cá,"43 Tôn Thất Đạm, P. Nguyễn Thái Bình, Quận 1, TP. HCM",2.4
Cường - Hủ Tiếu Dê,"46 Hàn Hải Nguyên, P. 16, Quận 11, TP. HCM",4.3
Nem Nướng D'ran Since 1968 - Healthy & Fresh - Rạch Bùng Binh,"112/7 Rạch Bùng Binh, P. 9, Quận 3, TP. HCM",4.8
Shashan - Bún Nem Nướng & Cơm Tấm - Hoàng Hoa Thám,"211/45 Hoàng Hoa Thám, P. 5, Quận Phú Nhuận, TP. HCM",3.1
Súp Cua - Chung Cư Thạnh Mỹ Lợi,"Lô B5 Chung Cư Thạnh Mỹ Lợi Trương Gia Mô, P. Thạnh Mỹ Lợi, Tp. Thủ Đức, TP. HCM",4.2
Xí Ngầu Quán - Lẩu & Hải Sản Nướng,"126 Vĩnh Khánh, P. 10, Quận 4, TP. HCM",4.0
Ốc Hẻm - An Dương Vương,"76 An Dương Vương, Quận 5, TP. HCM",3.2
Ăn Vặt & Gỏi Xoài Kiểu Thái,"16 Đường Số 10B, P. 6, Quận 4, TP. HCM",4.5
Bánh Canh Cua 533,"533 Cách Mạng Tháng 8, P. 15, Quận 10, TP. HCM",1.5
KOI Thé - 119 Phan Xích Long,"119 - 121 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",3.5
Bánh Canh Ghẹ - Cầu Bông,"2 Lê Văn Duyệt, P. 1, Quận Bình Thạnh, TP. HCM",3.0
Hòn Đảo Quán - Hải Sản Tươi Sống,"48/1 Lam Sơn, P. 2, Quận Tân Bình, TP. HCM",2.7
Ốc Biển - Nguyễn Bặc,"37 Nguyễn Bặc, P. 3, Quận Tân Bình, TP. HCM",3.0
Cá Viên Chiên Anh Chị Em - Ăn Vặt,"498 Hoà Hảo, P. 5, Quận 10, TP. HCM",3.4
Sushi Hokkaido Sachi 北海道サチ - Phan Xích Long,"163 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",4.0
Bánh Canh Cá Lóc Huế,"198 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",4.5
Hớn Hưng - Hủ Tiếu Bò Viên,"488 Ngô Gia Tự, P. 4, Quận 10, TP. HCM",3.2
"Highlands Coffee - Trà, Cà Phê & Bánh - Trường Sơn D10","G4 - G8 Trường Sơn, P. 15, Quận 10, TP. HCM",3.5
Bún Chả Hà Nội - Cao Triều Phát,"34 Cao Triều Phát, Quận 7, TP. HCM",2.1
Trí Hải - Các Món Mắm,"219E Nơ Trang Long, P. 11, Quận Bình Thạnh, TP. HCM",3.5
Bún Bò Cô Liễu,"108/12 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",3.9
Đức Anh - Đặc Sản Dê,"794 Âu Cơ, P. 14, Quận Tân Bình, TP. HCM",3.4
Cháo Trắng - Cháo Thịt Bằm BK House - Phạm Viết Chánh,"112B Phạm Viết Chánh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",2.6
A Bảy - Bún Bò & Lẩu Bò,"280 Nguyễn Văn Tăng, P. Long Thạnh Mỹ, Tp. Thủ Đức, TP. HCM",4.8
Cơm Tấm Phúc Lộc Thọ - Nguyễn Thị Thập,"223 Nguyễn Thị Thập, P. Tân Phú, Quận 7, TP. HCM",3.6
Tường Vy - Bún Chả & Bún Đậu,"Đồng Nai, P. 15, Quận 10, TP. HCM",2.8
Cơm Tấm Nhớ - Nguyễn Thị Thập,"609 Nguyễn Thị Thập, P. Tân Hưng, Quận 7, TP. HCM",2.8
Cơm Tấm & Cơm Văn Phòng 442 - Thống Nhất,"442 Thống Nhất, P. 16, Quận Gò Vấp, TP. HCM",1.4
Lươn Xứ Nghệ - Cây Trâm,"229 Cây Trâm, Quận Gò Vấp, TP. HCM",4.5
Cơm Gà Chiên Nước Mắm - Đường Số 11,"107/50 Đường Số 11, P. 11, Quận Gò Vấp, TP. HCM",2.5
Bánh Cuốn Hải Nam - Cao Thắng,"11A Cao Thắng, P. 2, Quận 3, TP. HCM",2.5
Góc Huế - Chuyên Món Huế,"41 Kỳ Đồng, P. 9, Quận 3, TP. HCM",4.2
Bún Huế - Bún Chả Cua Giò Heo,"62 Đường 815 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",2.0
Phở Bắc Hải Gia Truyền - Thành Thái,"7B/27/7 Thành Thái, P. 14, Quận 10, TP. HCM",3.6
Phở Hồng,"252 Bùi Đình Túy, P. 24, Quận Bình Thạnh, TP. HCM",4.0
FoodFest - Lobster Bay - Nhà Hàng Hải Sản Kiểu Mỹ - Nguyễn Tri Phương - NowFood x Coca,"484 Nguyễn Tri Phương, P. 9, Quận 10, TP. HCM",4.2
Hủ Tiếu Gà 95 - Lò Siêu,"95 Lò Siêu, P. 16, Quận 11, TP. HCM",4.5
